onet_code,Title,Job Family,pc1,pc2,xi,chi,xi_unw,chi_unw,x_w,y_w,x_unw,y_unw,shift_xy,shift_chi,chi_wm,r,rt,rle_mean,sector,zone,sector_zone,n_core,n_supp,tightness,z,n_tasks,z_p,z_subset,z_units,tight_med,tight_std
13-1041.06,Coroners,Business and Financial Operations,-0.104203,-0.016583903,6.236456835826001,0.22993266974104848,3.2996288070932582,0.2291219404830765,-0.22730030328103298,-0.03469300711377524,-0.22626668150699183,-0.036059013443853025,0.0017129936560257768,0.0008107292579719039,0.3117508594213644,0.2299326697410484,1833.42,5.45,35,Z1,35-Z1,19,1,0.21577397108207483,0.313009448425886,20,0.8,all,chi,0.24662604786385223,0.12689416536646175
13-1041.07,Regulatory Affairs Specialists,Business and Financial Operations,-0.15412973,0.12791266,0.7928157861559005,0.43836233477994657,2.4487817142365613,0.43601316729494405,-0.3386196337738504,0.27838512923033315,-0.33549194612581523,0.2784827393920168,0.0031292104063702212,0.0023491674850024125,0.46157829136383244,0.43836233477994646,2255.0,6.55,4,Z2,04-Z2,24,6,0.19046870377661654,0.2563737148367533,30,0.8,all,chi,0.2215038627086544,0.08158668970027927
13-1041.08,Customs Brokers,Business and Financial Operations,0.002739084,-0.051639743,4.799289053478938,0.1091328444755894,4.761660560449088,0.11168213947751825,0.0019460877843381686,-0.10911549150175161,0.005500529251150965,-0.11154660217251386,0.004306315505683761,-0.0025492950019288807,0.20432047240436077,0.10913284447558937,2000.0,3.25,27,Z1,27-Z1,21,2,0.17994765203588572,0.26129732019256896,23,0.8,all,chi,0.18242788838509968,0.09794845199098359
13-1051.00,Cost Estimators,Business and Financial Operations,-0.043340854,0.11756291,1.3457175897683187,0.2782386868444148,1.9224562638724747,0.2722369328255678,-0.0901118288331336,0.2632425215675695,-0.09377381751154709,0.2555766396672118,0.008495640434426395,0.006001754018846839,0.34211991000562153,0.27823868684441466,1286.35,5.818118188181183,7,Z1,07-Z1,14,0,0.2137774623412281,0.2968968884193138,14,0.8,all,chi,0.21772683586802852,0.11453124029823314
13-1071.00,Human Resources Specialists,Business and Financial Operations,-0.15738492,-0.07136208,5.969941749354347,0.378134142540059,3.566848903846855,0.3759544067434564,-0.3455813410043064,-0.15348930420120782,-0.3424692927932758,-0.15510157782401118,0.0035048923382275223,0.0021797357966024666,0.4243918551567637,0.3781341425400589,1571.57,5.767,34,Z2,34-Z2,19,7,0.262416343372479,0.31160590740225025,26,0.8,all,chi,0.23768618683402892,0.1521359578548407
13-1074.00,Farm Labor Contractors,Business and Financial Operations,0.0029543415,-0.13248894,4.816053584763457,0.2838810335891231,4.7354757222757105,0.28771494697704164,0.00030338277654355655,-0.2838808714769625,0.006641810670775794,-0.28763827468717623,0.007368429076438596,-0.0038339133879186083,0.33169958296663354,0.28388103358912303,562.71,1.710628937106289,27,Z1,27-Z1,6,1,0.18463205575896893,0.2708847826114641,7,0.8,all,chi,0.14811044123362838,0.08700781120141
13-1075.00,Labor Relations Specialists,Business and Financial Operations,-0.14043817,0.004740927,0.15951608567860492,0.3061703240207894,3.1077842735653434,0.3052259442088021,-0.3057110068499936,0.01676447439552771,-0.3050515231952108,0.010317229009601431,0.006480886649006705,0.0009443798119871949,0.3564600196766371,0.3061703240207893,1700.47,6.047614284285285,0,Z1,00-Z1,20,8,0.19266822958208304,0.25589137217768587,28,0.8,all,chi,0.17732760800518588,0.09129855256855962
13-1081.00,Logisticians,Business and Financial Operations,-0.09669986,0.049323495,0.5590786597802857,0.24121834464712977,2.6697561800899132,0.2359653743499718,-0.21674638803440519,0.10586450334432453,-0.21018263460129558,0.10725165734934167,0.006708729787694037,0.005252970297157905,0.3763451754226615,0.2412183446471297,2049.97,5.25022502250225,3,Z1,03-Z1,22,0,0.29497146864452684,0.4338645441160177,22,0.8,all,chi,0.2922070281630623,0.15549624383490687
13-1081.01,Logistics Engineers,Business and Financial Operations,-0.035206236,0.1441964,1.4325285438804278,0.3197303408048566,1.8103829299070993,0.3227090457791566,-0.07693243354611,0.31033673888191693,-0.0765791979997095,0.3134912353821317,0.003174212267808828,-0.0029787049743000282,0.3561430737615038,0.31973034080485657,2612.43,6.260973902609739,8,Z1,08-Z1,29,1,0.18998592000754533,0.30489773262052944,30,0.8,all,chi,0.17118836760201311,0.10314572752954974
13-1081.02,Logistics Analysts,Business and Financial Operations,-0.024273919,0.06341534,1.2691803523778975,0.15740131143960243,1.936145978750308,0.14742899508067725,-0.062214210040065755,0.14458411016428221,-0.05267282555460755,0.13769851865068208,0.011766451818263003,0.009972316358925148,0.26827423138051537,0.1574013114396024,1968.16,5.909218156368727,7,Z1,07-Z1,22,9,0.22447602245060666,0.31429006576149915,31,0.8,all,chi,0.23350673063070815,0.1056304116897188
13-1111.00,Management Analysts,Business and Financial Operations,-0.1364384,0.12385241,0.8493492134251175,0.4020057339311784,2.4037913904464623,0.40129678731592844,-0.2956142125420308,0.27243503346064063,-0.2969392986075956,0.2699373343065288,0.002827428893112096,0.0007089466152498947,0.4555203427891426,0.40200573393117833,956.44,6.381038103810381,4,Z2,04-Z2,10,1,0.2512633385450754,0.3901338151001644,11,0.8,all,chi,0.22545382657747404,0.11660638106593237
13-1121.00,"Meeting, Convention, and Event Planners",Business and Financial Operations,-0.16323604,-0.04265635,6.153428716723411,0.35776824808486263,3.3974620710581913,0.3673487040908221,-0.34797720082094785,-0.08312633184815432,-0.3553891613478343,-0.09297104061851391,0.01232296431972917,-0.009580456005959581,0.45206127903587395,0.3577682480848625,1380.84,4.6675,35,Z2,35-Z2,16,5,0.26038352691525946,0.3626453230384058,21,0.8,all,chi,0.22452807523443935,0.11930132168739681
13-1131.00,Fundraisers,Business and Financial Operations,-0.17700364,-0.033314366,6.203547043712925,0.3933151647429699,3.327443310321751,0.3917970609319273,-0.38664912362876636,-0.07210599152564547,-0.38505008816616587,-0.07239728280898573,0.0016253507382728088,0.0015181038110425038,0.4226712190107552,0.3933151647429698,2135.48,6.142799999999999,35,Z2,35-Z2,24,4,0.18384734777729167,0.23731258060961166,28,0.8,all,chi,0.16619382768502583,0.12728219621289125
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",Business and Financial Operations,-0.20337136,-0.034509685,6.225092196518405,0.44409790214997374,3.309545024089928,0.4493949184848859,-0.4382238377533355,-0.07199176840962998,-0.4430715379809757,-0.07512259973676376,0.0057708146995051795,-0.005297016334912308,0.5124658495395399,0.4440979021499736,509.53,5.904790479047905,35,Z2,35-Z2,6,16,0.2657133084757998,0.38474559891109966,22,0.8,all,chi,0.24070051696315395,0.13002290770196945
13-1151.00,Training and Development Specialists,Business and Financial Operations,-0.17291898,-0.0108095,0.05613838868199112,0.3773630392072196,3.2040010101496814,0.37710315238212294,-0.37691756197428256,-0.01833070743513073,-0.37636901946512175,-0.02351911400111449,0.005217323219650075,0.0002598868250965891,0.44976508291625955,0.37736303920721953,1664.41,5.478052194780523,0,Z2,00-Z2,18,2,0.24437728711206103,0.3260554160534229,20,0.8,all,chi,0.21871652985316206,0.1040742479964337
13-1161.00,Market Research Analysts and Marketing Specialists,Business and Financial Operations,-0.16259779,0.11359274,0.7289363847963288,0.43370756600060006,2.531549863394837,0.43182457432978927,-0.35192295543317026,0.2534807413697293,-0.3539335707189254,0.24739339221825454,0.00641080287633872,0.0018829916708106853,0.45955543433305546,0.43370756600059995,1237.93,6.8261,4,Z2,04-Z2,13,0,0.1802635343470951,0.23729758696579314,13,0.8,all,chi,0.15309557618804256,0.12441156849488591
13-1161.01,Search Marketing Strategists,Business and Financial Operations,-0.12428363,0.0848873,0.7111838374610822,0.32850241711703637,2.5418290013619176,0.3272468505967573,-0.26992262526558897,0.1872314461341036,-0.2701321448641568,0.1847136311607418,0.0025265175048411978,0.0012555665202790278,0.37828832628145787,0.3285024171170363,2460.86,4.999900009999001,4,Z1,04-Z1,25,11,0.2260803093921196,0.3050313990292347,36,0.8,all,chi,0.2111630321881438,0.08854152931176758
13-1199.04,Business Continuity Planners,Business and Financial Operations,-0.14669357,0.13553458,0.8471269967755701,0.43584760819295476,2.395654088759674,0.4348199094404358,-0.32115535823716,0.2946563650136897,-0.31935402958188047,0.29509550561742587,0.0018540845164611518,0.0010276987525188463,0.4713470767922731,0.43584760819295465,1830.22,5.912708729127088,4,Z2,04-Z2,19,2,0.20912823405510458,0.24386397234227772,21,0.8,all,chi,0.20059386937412757,0.07675456863805706
13-1199.05,Sustainability Specialists,Business and Financial Operations,-0.1776743,0.1715535,0.8721130508083423,0.5393289536063408,2.3734840411066016,0.5383702920841015,-0.3881724422717797,0.37443006724737293,-0.38720993657739194,0.37404683719348947,0.0010359934777441464,0.0009586615222392236,0.5623034395004827,0.5393289536063407,1382.6,6.7391,4,Z2,04-Z2,14,0,0.19933744416912527,0.28464222914712534,14,0.8,all,chi,0.19089553372587453,0.06983298415899797
13-1199.06,Online Merchants,Business and Financial Operations,-0.0057671987,-0.047287583,4.914968113315926,0.11306025329765211,4.5913523543507475,0.10334543331341416,-0.011044831271644077,-0.11251947643812676,-0.012478063420596154,-0.10258935870746494,0.010033015126949332,0.00971481998423794,0.280091308578288,0.1130602532976521,1951.67,4.103389661033897,28,Z1,28-Z1,24,10,0.23062567294741737,0.3006796039527367,34,0.8,all,chi,0.20782950829144703,0.13470459961105652
13-1199.07,Security Management Specialists,Business and Financial Operations,-0.0868233,0.15229936,1.1733223365889418,0.3902490343391023,2.0883989301206864,0.38167754332752996,-0.18785084095270616,0.3420619393559635,-0.18885336336933933,0.3316808017124699,0.010429432869001677,0.008571491011572285,0.4530792737448657,0.39024903433910224,2025.0,5.75,6,Z2,06-Z2,22,1,0.24833903110187647,0.3235368560375051,23,0.8,all,chi,0.26189410095259386,0.13596296809362501
13-2022.00,Appraisers of Personal and Business Property,Business and Financial Operations,0.00023526269,0.09504373,1.6756845953390618,0.20449110289554423,1.56842573431139,0.20574386676714976,3.168938818486717e-05,0.20449110044013827,0.0004877344072645997,0.2057432886571191,0.0013326486371782634,-0.0012527638716055833,0.2272136930436891,0.20449110289554417,1256.52,6.087291270872912,9,Z1,09-Z1,13,1,0.14060138281502757,0.2310357589280275,14,0.8,all,chi,0.1142706705206312,0.08530742153329043
13-2023.00,Appraisers and Assessors of Real Estate,Business and Financial Operations,-0.05452157,0.13458404,1.289917160711729,0.31356204466848375,1.9555069231580344,0.3154027345477153,-0.11793905718144859,0.29053663219606435,-0.11836777680060037,0.2923490283470424,0.001862412499938111,-0.001840689879231583,0.3459189418454802,0.3135620446684837,1986.95,5.227077292270773,7,Z1,07-Z1,21,7,0.206131022274308,0.2718628415064942,28,0.8,all,chi,0.18786612515276896,0.10822835217947689
13-2031.00,Budget Analysts,Business and Financial Operations,-0.1494748,0.052575797,0.45699840530145713,0.34618795220887183,2.8030658369321886,0.34465522509008617,-0.3249297979178684,0.11944339529511577,-0.3250942936518885,0.11445926968523625,0.004986839373948974,0.001532727118785604,0.40297866928510534,0.3461879522088718,1080.04,5.601639836016398,2,Z2,02-Z2,12,1,0.22316728732588087,0.2798869426274258,13,0.8,all,chi,0.23693522633018185,0.07007124038472089
13-2041.00,Credit Analysts,Business and Financial Operations,-0.11238109,0.104648575,0.8872495156231246,0.3446780336913357,2.390865762310851,0.33399148529586864,-0.24442556253732933,0.24302076307928017,-0.2442123023537663,0.22783911786436736,0.015183142999306112,0.01068654839546701,0.3913858679659439,0.34467803369133565,660.0,6.1,5,Z2,05-Z2,7,4,0.23120979063853672,0.3739320527698797,11,0.8,all,chi,0.16772030352911793,0.13424199428914974
13-2052.00,Personal Financial Advisors,Business and Financial Operations,-0.20806518,0.0110767195,0.17460679801787632,0.4566574985985422,3.0883151837973033,0.453780643015555,-0.45554318136590105,0.0318822981811433,-0.45313676970584726,0.02416484877172828,0.008083924941791767,0.00287685558298717,0.4962449949570762,0.45665749859854216,1617.99,6.230899999999999,1,Z2,01-Z2,17,4,0.2045031128842287,0.3051348102086731,21,0.8,all,chi,0.16938048763774127,0.128215108084064
13-2053.00,Insurance Underwriters,Business and Financial Operations,-0.08688124,0.10755684,0.9925654079302573,0.3004545021492462,2.2495831847486154,0.30019224154540647,-0.18961538061366906,0.23306418707404356,-0.1884754753278732,0.23365011680713518,0.0012816776945496703,0.0002622606038396591,0.331449060766221,0.3004545021492461,670.0,5.3999,5,Z1,05-Z1,7,0,0.19563768901708434,0.25490929599247,7,0.8,all,chi,0.1950369676927474,0.06621963414016942
13-2061.00,Financial Examiners,Business and Financial Operations,-0.1653102,0.0998579,0.6504513873494621,0.42569331220753714,2.5982100106235633,0.4204032463690053,-0.3638634026307492,0.22094845617065753,-0.3598503130633894,0.21736292633698875,0.0053815343596209505,0.00529006583853181,0.4558510456701325,0.4256933122075371,1447.82,6.173982601739827,3,Z2,03-Z2,16,1,0.2025408375459062,0.296772475906031,17,0.8,all,chi,0.20418661308734115,0.08846293986804016
13-2071.00,Credit Counselors,Business and Financial Operations,-0.17830877,-0.036560614,6.190614786262512,0.39506885964543903,3.3443484788373183,0.3962003069007154,-0.38740399546713383,-0.0774438387326485,-0.38808428584397997,-0.07978264390949384,0.002435734930584204,-0.0011314472552764743,0.4248949015828978,0.3950688596454389,2031.83,4.0,35,Z2,35-Z2,21,2,0.19320458596382206,0.27407768790941517,23,0.8,all,chi,0.17256784418715995,0.10822318442073645
13-2072.00,Loan Officers,Business and Financial Operations,-0.116484985,-0.01706857,6.231670036494777,0.25670790991525183,3.286899614143616,0.25557196679533123,-0.25358069569945063,-0.039947237471940435,-0.2528786231001721,-0.0370058399525668,0.0030240246860161455,0.0011359431199204906,0.32489284939071017,0.2567079099152517,1263.6,5.3976,35,Z1,35-Z1,14,3,0.19575161083886575,0.27096703398189376,17,0.8,all,chi,0.20732849554650368,0.07736250491717
13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",Business and Financial Operations,-0.12389503,-0.08285002,5.794007354519359,0.31904232362085233,3.7312488553924346,0.32368476829825704,-0.26440896082492715,-0.17853824715414562,-0.26902473838838264,-0.1799931092107657,0.004839630783344108,-0.004642444677404767,0.3409655250768545,0.3190423236208523,477.96,4.627037296270372,33,Z1,33-Z1,6,15,0.28226183633464386,0.4946204895773542,21,0.8,all,chi,0.2034533530957602,0.17629373760041506
13-2082.00,Tax Preparers,Business and Financial Operations,-0.07349276,-0.038503043,5.911681384441671,0.1832653426944125,3.623977183797847,0.18011846736367468,-0.1628727136093732,-0.08401586156446611,-0.15956537883188696,-0.08355568301244115,0.003339195656159388,0.003146875330737764,0.30281521636366215,0.18326534269441244,1176.2,3.6190380961903807,33,Z1,33-Z1,12,0,0.25388960677283273,0.40954886584216027,12,0.8,all,chi,0.20421247742707493,0.1401078042270586
13-2099.01,Financial Quantitative Analysts,Business and Financial Operations,-0.13656911,0.2314007,1.143654621510031,0.5850216662805044,2.1038133647182056,0.5858943932068047,-0.2966938671693884,0.5042054136973255,-0.2977129542256285,0.5046179117683187,0.0010994057880369809,-0.0008727269263003601,0.5990462781412328,0.5850216662805043,1265.0,7.45,6,Z2,06-Z2,13,8,0.16439122045785912,0.19632087083736902,21,0.8,all,chi,0.16281066860693055,0.0905147943472534
13-2099.04,"Fraud Examiners, Investigators and Analysts",Business and Financial Operations,-0.1432044,0.10669099,0.7524465024066597,0.3871753685002207,2.500589628361936,0.38853082453797044,-0.3087590590376408,0.23360781116108315,-0.31140603866721633,0.23234130217795407,0.002934373214799811,-0.001355456037749836,0.42657638813058535,0.3871753685002206,1920.0,6.083100000000001,4,Z2,04-Z2,21,2,0.21861341465256717,0.3112111009844128,23,0.8,all,chi,0.20432888901678195,0.13025423906484437
15-1211.00,Computer Systems Analysts,Computer and Mathematical,-0.091781385,0.10981875,0.9837145991299037,0.30456629471305174,2.2668860165872764,0.3112583531012246,-0.19429379372046665,0.23454327872899325,-0.19958570351794488,0.23884578565788772,0.006820254773674593,-0.006692058388172939,0.386335150839885,0.3045662947130517,1527.67,5.381838183818382,5,Z1,05-Z1,18,4,0.23562777544378058,0.32022796183041174,22,0.8,all,chi,0.2493694802886216,0.11115762621682862
15-1211.01,Health Informatics Specialists,Computer and Mathematical,-0.2227683,0.11493497,0.583570616456077,0.5449936018468472,2.6652905491131587,0.5464811694138543,-0.48369884007176367,0.2511044765973516,-0.485655883701206,0.2505594363625811,0.0020315237200336693,-0.0014875675670072974,0.5759342362670031,0.544993601846847,1585.72,7.333333333333334,3,Z2,03-Z2,16,1,0.22699172555141428,0.279863965031111,17,0.8,all,chi,0.21764972181345274,0.08305931813026278
15-1212.00,Information Security Analysts,Computer and Mathematical,-0.10017406,0.07756638,0.7451388265011304,0.2828107342175772,2.4837985598130112,0.2752328952255943,-0.22677278109638374,0.16898525717498755,-0.21780356627750877,0.16826988182993952,0.008997698391890505,0.007577838991982833,0.33094521209750277,0.28281073421757713,981.78,5.8975,4,Z1,04-Z1,11,0,0.21550537268965542,0.2901088369675809,11,0.8,all,chi,0.18858976334168845,0.08282015726350463
